feedback_id,feedback,sentiment
978,Satisfied with the service.,positive
979,"It was okay, nothing great.",neutral
980,Satisfied with the service.,negative
981,The product is excellent.,neutral
982,The packaging was damaged.,neutral
983,Average experience overall.,negative
984,Poor quality materials used.,neutral
985,Satisfied with the service.,positive
986,Average experience overall.,negative
987,Unhelpful and rude staff.,neutral
988,,
989,Worst experience I've ever had.,negative
990,Will not recommend to others.,positive
991,Will not recommend to others.,negative
992,Satisfied with the service.,positive
993,Poor quality materials used.,neutral
994,,
995,Quick resolution of my issue.,neutral
996,Terrible customer service.,positive
997,Will not recommend to others.,neutral
998,Good value for money.,positive
999,The packaging was damaged.,neutral
1000,"It was okay, nothing great.",neutral
1001,Exceeded my expectations!,negative
1002,Terrible customer service.,neutral
1003,Unhelpful and rude staff.,negative
1004,The product is excellent.,positive
1005,Quick resolution of my issue.,negative
1006,Good value for money.,positive
1007,Quick resolution of my issue.,positive
1008,The product is excellent.,neutral
1009,Poor quality materials used.,neutral
1010,Will not recommend to others.,neutral
1011,Terrible customer service.,positive
1012,Will not recommend to others.,negative
1013,Terrible customer service.,positive
1014,Worst experience I've ever had.,negative
1015,Satisfied with the service.,positive
1016,Will not recommend to others.,negative
1017,Unhelpful and rude staff.,positive
1018,Unhelpful and rude staff.,neutral
1019,Poor quality materials used.,positive
1020,Exceeded my expectations!,neutral
1021,Terrible customer service.,negative
1022,Will not recommend to others.,positive
1023,Unhelpful and rude staff.,negative
1024,Terrible customer service.,positive
1025,Quick resolution of my issue.,neutral
1026,"It was okay, nothing great.",negative
1027,Good value for money.,neutral
1028,The product is excellent.,positive
1029,Fast delivery and great support.,neutral
1030,Quick resolution of my issue.,negative
1031,Worst experience I've ever had.,negative
1032,Average experience overall.,neutral
1033,Terrible customer service.,negative
1034,Terrible customer service.,negative
1035,Unhelpful and rude staff.,negative
1036,Loved the user interface.,neutral
1037,,
1038,Quick resolution of my issue.,neutral
1039,Quick resolution of my issue.,negative
1040,The packaging was damaged.,neutral
1041,"It was okay, nothing great.",positive
1042,,
1043,Good value for money.,positive
1044,Loved the user interface.,negative
1045,Worst experience I've ever had.,positive
1046,Worst experience I've ever had.,negative
1047,Unhelpful and rude staff.,positive
1048,Will not recommend to others.,positive
1049,"It was okay, nothing great.",neutral
1050,Poor quality materials used.,positive
1051,Exceeded my expectations!,neutral
1052,The packaging was damaged.,positive
1053,Quick resolution of my issue.,positive
1054,Loved the user interface.,positive
1055,,
1056,The product is excellent.,neutral
1057,Poor quality materials used.,positive
1058,Terrible customer service.,neutral
1059,Will not recommend to others.,positive
1060,The product is excellent.,positive
1061,Satisfied with the service.,negative
1062,Good value for money.,neutral
1063,Loved the user interface.,positive
1064,Quick resolution of my issue.,negative
1065,"It was okay, nothing great.",negative
1066,Fast delivery and great support.,negative
1067,"It was okay, nothing great.",negative
1068,Quick resolution of my issue.,neutral
1069,Poor quality materials used.,negative
1070,Loved the user interface.,negative
1071,Quick resolution of my issue.,positive
1072,Exceeded my expectations!,negative
1073,Poor quality materials used.,neutral
1074,Worst experience I've ever had.,negative
1075,Quick resolution of my issue.,positive
1076,Terrible customer service.,negative
1077,Good value for money.,neutral
1078,Poor quality materials used.,neutral
1079,,
1080,Good value for money.,negative
1081,,
1082,Poor quality materials used.,negative
1083,Will not recommend to others.,negative
1084,,
1085,Unhelpful and rude staff.,positive
1086,Quick resolution of my issue.,negative
1087,The packaging was damaged.,negative
1088,Exceeded my expectations!,negative
1089,The product is excellent.,neutral
1090,,
1091,Loved the user interface.,positive
1092,Poor quality materials used.,negative
1093,Poor quality materials used.,positive
1094,Quick resolution of my issue.,neutral
1095,Unhelpful and rude staff.,negative
1096,Terrible customer service.,positive
1097,Terrible customer service.,neutral
1098,The packaging was damaged.,positive
1099,Average experience overall.,negative
1100,"It was okay, nothing great.",positive
1101,Unhelpful and rude staff.,neutral
1102,Unhelpful and rude staff.,negative
1103,The packaging was damaged.,neutral
1104,,
1105,The packaging was damaged.,negative
1106,,
1107,Exceeded my expectations!,positive
1108,,
1109,Satisfied with the service.,positive
1110,Unhelpful and rude staff.,positive
1111,Terrible customer service.,negative
1112,Good value for money.,negative
1113,Exceeded my expectations!,negative
1114,Quick resolution of my issue.,positive
1115,The packaging was damaged.,neutral
1116,Will not recommend to others.,negative
1117,Unhelpful and rude staff.,neutral
1118,Satisfied with the service.,neutral
1119,,
1120,"It was okay, nothing great.",neutral
1121,,
1122,"It was okay, nothing great.",negative
1123,Worst experience I've ever had.,negative
1124,"It was okay, nothing great.",neutral
1125,Good value for money.,neutral
1126,Will not recommend to others.,positive
1127,Loved the user interface.,neutral
1128,Satisfied with the service.,positive
1129,Poor quality materials used.,negative
1130,Loved the user interface.,negative
1131,Satisfied with the service.,neutral
1132,The product is excellent.,positive
1133,Satisfied with the service.,positive
1134,Will not recommend to others.,positive
1135,Worst experience I've ever had.,neutral
1136,Quick resolution of my issue.,neutral
1137,Good value for money.,positive
1138,The product is excellent.,negative
1139,Loved the user interface.,negative
1140,Unhelpful and rude staff.,positive
1141,Loved the user interface.,neutral
1142,Average experience overall.,neutral
1143,Satisfied with the service.,negative
1144,"It was okay, nothing great.",neutral
1145,Unhelpful and rude staff.,positive
1146,Average experience overall.,positive
1147,Quick resolution of my issue.,positive
1148,Unhelpful and rude staff.,negative
1149,The product is excellent.,neutral
1150,Poor quality materials used.,positive
1151,Exceeded my expectations!,positive
1152,"It was okay, nothing great.",negative
1153,Exceeded my expectations!,positive
1154,Poor quality materials used.,negative
1155,Will not recommend to others.,positive
1156,Good value for money.,positive
1157,The packaging was damaged.,negative
1158,Fast delivery and great support.,positive
1159,"It was okay, nothing great.",positive
1160,The product is excellent.,positive
1161,The packaging was damaged.,positive
1162,The product is excellent.,positive
1163,Will not recommend to others.,neutral
1164,Loved the user interface.,negative
1165,,
1166,Exceeded my expectations!,neutral
1167,Unhelpful and rude staff.,positive
1168,Average experience overall.,positive
1169,Quick resolution of my issue.,negative
1170,Unhelpful and rude staff.,negative
1171,Exceeded my expectations!,neutral
1172,Unhelpful and rude staff.,negative
1173,Unhelpful and rude staff.,negative
1174,Unhelpful and rude staff.,positive
1175,Good value for money.,neutral
1176,Terrible customer service.,positive
1177,Terrible customer service.,positive
1178,Exceeded my expectations!,neutral
1179,,
1180,,
1181,Terrible customer service.,negative
1182,Will not recommend to others.,positive
1183,,
1184,Loved the user interface.,neutral
1185,Worst experience I've ever had.,neutral
1186,Exceeded my expectations!,positive
1187,Poor quality materials used.,neutral
1188,Quick resolution of my issue.,negative
1189,The product is excellent.,positive
1190,Quick resolution of my issue.,negative
1191,,
1192,The packaging was damaged.,positive
1193,Quick resolution of my issue.,positive
1194,,
1195,Good value for money.,negative
1196,The packaging was damaged.,positive
1197,Fast delivery and great support.,neutral
1198,Average experience overall.,neutral
1199,,
1200,"It was okay, nothing great.",negative
1201,The product is excellent.,neutral
1202,Quick resolution of my issue.,positive
1203,Loved the user interface.,neutral
1204,The packaging was damaged.,negative
1205,Terrible customer service.,neutral
1206,Worst experience I've ever had.,negative
1207,Unhelpful and rude staff.,positive
1208,Fast delivery and great support.,negative
1209,Terrible customer service.,positive
1210,Quick resolution of my issue.,neutral
1211,Good value for money.,negative
1212,Good value for money.,positive
1213,Poor quality materials used.,positive
1214,The packaging was damaged.,neutral
1215,Loved the user interface.,negative
1216,Unhelpful and rude staff.,negative
1217,Will not recommend to others.,neutral
1218,Poor quality materials used.,neutral
1219,Will not recommend to others.,neutral
1220,"It was okay, nothing great.",negative
1221,Satisfied with the service.,negative
1222,Good value for money.,positive
1223,Will not recommend to others.,positive
1224,,
1225,Will not recommend to others.,neutral
1226,,
1227,Loved the user interface.,negative
1228,Average experience overall.,neutral
1229,Average experience overall.,positive
1230,Will not recommend to others.,negative
1231,Worst experience I've ever had.,positive
1232,The product is excellent.,negative
1233,Good value for money.,positive
1234,,
1235,"It was okay, nothing great.",neutral
1236,Exceeded my expectations!,negative
1237,Terrible customer service.,positive
1238,Unhelpful and rude staff.,neutral
1239,Exceeded my expectations!,positive
1240,Unhelpful and rude staff.,negative
1241,Loved the user interface.,negative
1242,Quick resolution of my issue.,negative
1243,,
1244,Worst experience I've ever had.,negative
1245,,
1246,Quick resolution of my issue.,neutral
1247,Unhelpful and rude staff.,positive
1248,Poor quality materials used.,neutral
1249,Fast delivery and great support.,neutral
1250,The product is excellent.,negative
1251,Unhelpful and rude staff.,negative
1252,Fast delivery and great support.,positive
1253,Average experience overall.,neutral
1254,Average experience overall.,neutral
1255,Worst experience I've ever had.,positive
1256,The product is excellent.,positive
1257,Exceeded my expectations!,positive
1258,Satisfied with the service.,neutral
1259,Terrible customer service.,positive
1260,,
1261,Exceeded my expectations!,neutral
1262,Poor quality materials used.,positive
1263,Terrible customer service.,negative
1264,The packaging was damaged.,neutral
1265,Fast delivery and great support.,positive
1266,Fast delivery and great support.,neutral
1267,Will not recommend to others.,negative
1268,Fast delivery and great support.,neutral
1269,Worst experience I've ever had.,neutral
1270,Average experience overall.,positive
1271,Satisfied with the service.,positive
1272,The product is excellent.,positive
1273,Quick resolution of my issue.,negative
1274,,
1275,Good value for money.,positive
1276,Worst experience I've ever had.,negative
1277,Quick resolution of my issue.,neutral
1278,Satisfied with the service.,neutral
1279,,
1280,Will not recommend to others.,positive
1281,"It was okay, nothing great.",negative
1282,"It was okay, nothing great.",neutral
1283,Poor quality materials used.,neutral
1284,Exceeded my expectations!,negative
1285,Average experience overall.,negative
1286,Fast delivery and great support.,negative
1287,Good value for money.,neutral
1288,Satisfied with the service.,positive
1289,The packaging was damaged.,negative
1290,,
1291,,
1292,Loved the user interface.,positive
1293,,
1294,Worst experience I've ever had.,positive
1295,Quick resolution of my issue.,positive
1296,Poor quality materials used.,negative
1297,Quick resolution of my issue.,positive
1298,Exceeded my expectations!,negative
1299,Worst experience I've ever had.,positive
1300,Poor quality materials used.,neutral
1301,Average experience overall.,negative
1302,Worst experience I've ever had.,negative
1303,Terrible customer service.,negative
1304,Exceeded my expectations!,negative
1305,Average experience overall.,positive
1306,The product is excellent.,positive
1307,Unhelpful and rude staff.,neutral
1308,Quick resolution of my issue.,negative
1309,The product is excellent.,positive
1310,Loved the user interface.,neutral
1311,Unhelpful and rude staff.,positive
1312,Poor quality materials used.,neutral
1313,Worst experience I've ever had.,neutral
1314,,
1315,Poor quality materials used.,negative
1316,Terrible customer service.,neutral
1317,Poor quality materials used.,negative
1318,Average experience overall.,negative
1319,Worst experience I've ever had.,neutral
1320,Will not recommend to others.,neutral
1321,The product is excellent.,neutral
1322,Average experience overall.,neutral
1323,Unhelpful and rude staff.,positive
1324,,
1325,,
1326,Average experience overall.,positive
1327,The packaging was damaged.,neutral
1328,Good value for money.,neutral
1329,"It was okay, nothing great.",negative
1330,The packaging was damaged.,negative
1331,Fast delivery and great support.,neutral
1332,Fast delivery and great support.,positive
1333,The product is excellent.,positive
1334,,
1335,Quick resolution of my issue.,neutral
1336,Exceeded my expectations!,positive
1337,The packaging was damaged.,neutral
1338,Will not recommend to others.,negative
1339,Loved the user interface.,negative
1340,Good value for money.,negative
1341,Satisfied with the service.,negative
1342,Poor quality materials used.,positive
1343,"It was okay, nothing great.",positive
1344,"It was okay, nothing great.",negative
1345,"It was okay, nothing great.",neutral
1346,,
1347,Quick resolution of my issue.,positive
1348,Good value for money.,positive
1349,The product is excellent.,negative
1350,Good value for money.,neutral
1351,Satisfied with the service.,negative
1352,"It was okay, nothing great.",negative
1353,Poor quality materials used.,positive
1354,Poor quality materials used.,positive
1355,"It was okay, nothing great.",positive
1356,Worst experience I've ever had.,positive
1357,Worst experience I've ever had.,positive
1358,Poor quality materials used.,positive
1359,Exceeded my expectations!,neutral
1360,The packaging was damaged.,neutral
1361,Worst experience I've ever had.,positive
1362,Loved the user interface.,positive
1363,Exceeded my expectations!,negative
1364,Worst experience I've ever had.,positive
1365,Terrible customer service.,neutral
1366,Terrible customer service.,negative
1367,Poor quality materials used.,neutral
1368,Exceeded my expectations!,positive
1369,Quick resolution of my issue.,positive
1370,Good value for money.,negative
1371,,
1372,Good value for money.,positive
1373,Quick resolution of my issue.,negative
1374,Worst experience I've ever had.,negative
1375,Good value for money.,negative
1376,Will not recommend to others.,positive
1377,"It was okay, nothing great.",positive
1378,Fast delivery and great support.,neutral
1379,Will not recommend to others.,positive
1380,Poor quality materials used.,neutral
1381,Loved the user interface.,positive
1382,Loved the user interface.,positive
1383,Quick resolution of my issue.,negative
1384,Poor quality materials used.,neutral
1385,,
1386,Loved the user interface.,negative
1387,Good value for money.,neutral
1388,Will not recommend to others.,positive
1389,Exceeded my expectations!,negative
1390,Exceeded my expectations!,neutral
1391,Unhelpful and rude staff.,positive
1392,Poor quality materials used.,positive
1393,Poor quality materials used.,neutral
1394,Good value for money.,neutral
1395,Worst experience I've ever had.,positive
1396,,
1397,Poor quality materials used.,neutral
1398,Quick resolution of my issue.,negative
1399,Worst experience I've ever had.,neutral
1400,Unhelpful and rude staff.,positive
1401,Loved the user interface.,neutral
1402,Average experience overall.,negative
1403,The product is excellent.,positive
1404,Average experience overall.,positive
1405,Fast delivery and great support.,neutral
1406,Terrible customer service.,neutral
1407,Will not recommend to others.,negative
1408,Average experience overall.,negative
1409,Loved the user interface.,negative
1410,Poor quality materials used.,positive
1411,Good value for money.,neutral
1412,Quick resolution of my issue.,positive
1413,Will not recommend to others.,positive
1414,Unhelpful and rude staff.,neutral
1415,Worst experience I've ever had.,neutral
1416,Will not recommend to others.,neutral
1417,The packaging was damaged.,neutral
1418,The packaging was damaged.,positive
1419,Worst experience I've ever had.,positive
1420,,
1421,Quick resolution of my issue.,positive
1422,Exceeded my expectations!,neutral
1423,Satisfied with the service.,negative
1424,Fast delivery and great support.,positive
1425,The packaging was damaged.,neutral
1426,The packaging was damaged.,negative
1427,"It was okay, nothing great.",neutral
1428,"It was okay, nothing great.",negative
1429,The packaging was damaged.,neutral
1430,"It was okay, nothing great.",positive
1431,Quick resolution of my issue.,neutral
1432,Poor quality materials used.,negative
1433,Poor quality materials used.,positive
1434,The packaging was damaged.,positive
1435,Exceeded my expectations!,neutral
1436,Exceeded my expectations!,positive
1437,The product is excellent.,positive
1438,Average experience overall.,negative
1439,The packaging was damaged.,positive
1440,The product is excellent.,neutral
1441,Unhelpful and rude staff.,positive
1442,Exceeded my expectations!,positive
1443,Worst experience I've ever had.,positive
1444,Terrible customer service.,positive
1445,Will not recommend to others.,neutral
1446,Worst experience I've ever had.,neutral
1447,Average experience overall.,neutral
1448,Quick resolution of my issue.,neutral
1449,Worst experience I've ever had.,negative
1450,Exceeded my expectations!,neutral
1451,,
1452,Loved the user interface.,positive
1453,Quick resolution of my issue.,positive
1454,,
1455,Will not recommend to others.,neutral
1456,Poor quality materials used.,positive
1457,Unhelpful and rude staff.,neutral
1458,Exceeded my expectations!,neutral
1459,Good value for money.,negative
1460,Loved the user interface.,neutral
1461,Quick resolution of my issue.,neutral
1462,Poor quality materials used.,neutral
1463,"It was okay, nothing great.",neutral
1464,Exceeded my expectations!,positive
1465,,
1466,Poor quality materials used.,negative
1467,Poor quality materials used.,neutral
1468,Unhelpful and rude staff.,positive
1469,Fast delivery and great support.,neutral
1470,Exceeded my expectations!,negative
1471,Worst experience I've ever had.,positive
1472,Terrible customer service.,neutral
1473,Satisfied with the service.,positive
1474,,
1475,,
1476,Satisfied with the service.,positive
1477,Unhelpful and rude staff.,neutral
1478,The packaging was damaged.,neutral
1479,Quick resolution of my issue.,negative
1480,Satisfied with the service.,neutral
1481,Worst experience I've ever had.,negative
1482,Satisfied with the service.,neutral
1483,Will not recommend to others.,negative
1484,,
1485,The packaging was damaged.,positive
1486,Exceeded my expectations!,negative
1487,Fast delivery and great support.,neutral
1488,,
1489,Good value for money.,neutral
1490,"It was okay, nothing great.",neutral
1491,The packaging was damaged.,negative
1492,Satisfied with the service.,negative
1493,Average experience overall.,neutral
1494,Average experience overall.,neutral
1495,Will not recommend to others.,positive
1496,Poor quality materials used.,positive
1497,The product is excellent.,neutral
1498,Poor quality materials used.,neutral
1499,Loved the user interface.,positive
1500,Will not recommend to others.,negative
1501,Satisfied with the service.,neutral
1502,Good value for money.,neutral
1503,,
1504,Fast delivery and great support.,negative
1505,The product is excellent.,negative
1506,Quick resolution of my issue.,negative
1507,Fast delivery and great support.,negative
1508,Poor quality materials used.,negative
1509,Worst experience I've ever had.,negative
1510,The packaging was damaged.,negative
1511,Satisfied with the service.,positive
1512,Unhelpful and rude staff.,positive
1513,,
1514,Average experience overall.,negative
1515,Good value for money.,neutral
1516,Average experience overall.,neutral
1517,"It was okay, nothing great.",negative
1518,Will not recommend to others.,positive
1519,Unhelpful and rude staff.,neutral
1520,Terrible customer service.,negative
1521,The product is excellent.,positive
1522,Average experience overall.,negative
1523,"It was okay, nothing great.",negative
1524,"It was okay, nothing great.",negative
1525,Worst experience I've ever had.,negative
1526,Loved the user interface.,neutral
1527,Loved the user interface.,neutral
1528,Poor quality materials used.,negative
1529,Will not recommend to others.,neutral
1530,Worst experience I've ever had.,positive
1531,Satisfied with the service.,neutral
1532,Poor quality materials used.,neutral
1533,,
1534,Average experience overall.,neutral
1535,Unhelpful and rude staff.,negative
1536,"It was okay, nothing great.",neutral
1537,Quick resolution of my issue.,positive
1538,The product is excellent.,neutral
1539,Quick resolution of my issue.,negative
1540,"It was okay, nothing great.",neutral
1541,The packaging was damaged.,negative
1542,Poor quality materials used.,positive
1543,Exceeded my expectations!,negative
1544,The product is excellent.,positive
1545,,
1546,Satisfied with the service.,positive
1547,,
1548,Terrible customer service.,negative
1549,Will not recommend to others.,negative
1550,Quick resolution of my issue.,positive
1551,Exceeded my expectations!,neutral
1552,,
1553,The product is excellent.,positive
1554,Exceeded my expectations!,positive
1555,Poor quality materials used.,neutral
1556,,
1557,,
1558,"It was okay, nothing great.",positive
1559,Exceeded my expectations!,negative
1560,The product is excellent.,positive
1561,The product is excellent.,negative
1562,The product is excellent.,neutral
1563,Worst experience I've ever had.,positive
1564,"It was okay, nothing great.",positive
1565,Exceeded my expectations!,neutral
1566,Worst experience I've ever had.,positive
1567,,
1568,Loved the user interface.,negative
1569,,
1570,Will not recommend to others.,negative
1571,"It was okay, nothing great.",negative
1572,Worst experience I've ever had.,positive
1573,Good value for money.,neutral
1574,Poor quality materials used.,neutral
1575,The product is excellent.,negative
1576,Quick resolution of my issue.,positive
1577,Terrible customer service.,negative
1578,Worst experience I've ever had.,positive
1579,"It was okay, nothing great.",negative
1580,Good value for money.,positive
1581,Will not recommend to others.,negative
1582,Quick resolution of my issue.,neutral
1583,Terrible customer service.,negative
1584,Will not recommend to others.,neutral
1585,Average experience overall.,neutral
1586,Good value for money.,negative
1587,The packaging was damaged.,neutral
1588,Exceeded my expectations!,positive
1589,Terrible customer service.,positive
1590,Satisfied with the service.,positive
1591,Satisfied with the service.,negative
1592,Satisfied with the service.,positive
1593,Poor quality materials used.,negative
1594,Fast delivery and great support.,neutral
1595,Satisfied with the service.,neutral
1596,Poor quality materials used.,negative
1597,Quick resolution of my issue.,neutral
1598,Terrible customer service.,negative
1599,The packaging was damaged.,positive
1600,"It was okay, nothing great.",positive
1601,Average experience overall.,negative
1602,Terrible customer service.,negative
1603,The packaging was damaged.,positive
1604,Will not recommend to others.,negative
1605,Unhelpful and rude staff.,negative
1606,,
1607,Exceeded my expectations!,negative
1608,Loved the user interface.,positive
1609,,
1610,,
1611,Fast delivery and great support.,positive
1612,The packaging was damaged.,negative
1613,The product is excellent.,neutral
1614,Loved the user interface.,neutral
1615,Worst experience I've ever had.,neutral
1616,Quick resolution of my issue.,positive
1617,The packaging was damaged.,negative
1618,Will not recommend to others.,positive
1619,Good value for money.,negative
1620,The packaging was damaged.,neutral
1621,Poor quality materials used.,negative
1622,,
1623,Worst experience I've ever had.,negative
1624,,
1625,Loved the user interface.,positive
1626,Good value for money.,negative
1627,The product is excellent.,neutral
1628,Quick resolution of my issue.,positive
1629,Will not recommend to others.,negative
1630,Poor quality materials used.,negative
1631,Exceeded my expectations!,negative
1632,Exceeded my expectations!,negative
1633,"It was okay, nothing great.",positive
1634,Quick resolution of my issue.,neutral
1635,The packaging was damaged.,negative
1636,Average experience overall.,positive
1637,Quick resolution of my issue.,positive
1638,The packaging was damaged.,negative
1639,Poor quality materials used.,negative
1640,Good value for money.,neutral
1641,,
1642,Fast delivery and great support.,positive
1643,Poor quality materials used.,positive
1644,The product is excellent.,positive
1645,The product is excellent.,negative
1646,"It was okay, nothing great.",positive
1647,,
1648,,
1649,"It was okay, nothing great.",positive
1650,Unhelpful and rude staff.,negative
1651,Exceeded my expectations!,negative
1652,"It was okay, nothing great.",positive
1653,,
1654,Will not recommend to others.,negative
1655,Fast delivery and great support.,positive
1656,The packaging was damaged.,positive
1657,Poor quality materials used.,neutral
1658,Terrible customer service.,neutral
1659,Average experience overall.,positive
1660,,
1661,Poor quality materials used.,negative
1662,"It was okay, nothing great.",neutral
1663,Poor quality materials used.,positive
1664,The packaging was damaged.,neutral
1665,,
1666,Will not recommend to others.,positive
1667,,
1668,Satisfied with the service.,neutral
1669,"It was okay, nothing great.",positive
1670,The packaging was damaged.,negative
1671,"It was okay, nothing great.",positive
1672,Poor quality materials used.,negative
1673,Worst experience I've ever had.,negative
1674,,
1675,Worst experience I've ever had.,neutral
1676,Satisfied with the service.,negative
1677,Average experience overall.,positive
1678,Loved the user interface.,negative
1679,The packaging was damaged.,positive
1680,Poor quality materials used.,neutral
1681,Satisfied with the service.,positive
1682,Average experience overall.,neutral
1683,Good value for money.,negative
1684,Terrible customer service.,positive
1685,Loved the user interface.,negative
1686,Exceeded my expectations!,neutral
1687,Terrible customer service.,negative
1688,Fast delivery and great support.,positive
1689,Will not recommend to others.,negative
1690,Poor quality materials used.,positive
1691,Exceeded my expectations!,negative
1692,,
1693,Unhelpful and rude staff.,positive
1694,Will not recommend to others.,negative
1695,"It was okay, nothing great.",negative
1696,The product is excellent.,positive
1697,,
1698,,
1699,Loved the user interface.,positive
1700,,
1701,Will not recommend to others.,negative
1702,The packaging was damaged.,negative
1703,The packaging was damaged.,positive
1704,Terrible customer service.,negative
1705,Loved the user interface.,negative
1706,Fast delivery and great support.,positive
1707,Average experience overall.,positive
1708,The packaging was damaged.,positive
1709,Unhelpful and rude staff.,negative
1710,Average experience overall.,negative
1711,The packaging was damaged.,negative
1712,Loved the user interface.,neutral
1713,"It was okay, nothing great.",negative
1714,"It was okay, nothing great.",positive
1715,Good value for money.,positive
1716,Fast delivery and great support.,negative
1717,"It was okay, nothing great.",positive
1718,Will not recommend to others.,negative
1719,Exceeded my expectations!,positive
1720,"It was okay, nothing great.",positive
1721,Good value for money.,negative
1722,Poor quality materials used.,negative
1723,Satisfied with the service.,neutral
1724,Unhelpful and rude staff.,positive
1725,"It was okay, nothing great.",negative
1726,Will not recommend to others.,neutral
1727,Quick resolution of my issue.,negative
1728,Will not recommend to others.,neutral
1729,,
1730,,
1731,The packaging was damaged.,negative
1732,,
1733,The packaging was damaged.,neutral
1734,Satisfied with the service.,positive
1735,Will not recommend to others.,negative
1736,Loved the user interface.,neutral
1737,Fast delivery and great support.,positive
1738,Terrible customer service.,neutral
1739,Terrible customer service.,negative
1740,"It was okay, nothing great.",positive
1741,Average experience overall.,neutral
1742,,
1743,Worst experience I've ever had.,positive
1744,Poor quality materials used.,neutral
1745,Will not recommend to others.,neutral
1746,Exceeded my expectations!,positive
1747,Average experience overall.,positive
1748,Exceeded my expectations!,positive
1749,Loved the user interface.,positive
1750,Good value for money.,positive
1751,Terrible customer service.,positive
1752,Good value for money.,negative
1753,Satisfied with the service.,positive
1754,The packaging was damaged.,positive
1755,Good value for money.,negative
1756,Worst experience I've ever had.,negative
1757,Poor quality materials used.,neutral
1758,Loved the user interface.,positive
1759,Satisfied with the service.,negative
1760,Terrible customer service.,neutral
1761,Exceeded my expectations!,positive
1762,Terrible customer service.,negative
1763,Satisfied with the service.,negative
1764,Good value for money.,negative
1765,Average experience overall.,neutral
1766,"It was okay, nothing great.",negative
1767,The product is excellent.,positive
1768,,
1769,The packaging was damaged.,neutral
1770,Satisfied with the service.,negative
1771,"It was okay, nothing great.",negative
1772,"It was okay, nothing great.",negative
1773,The packaging was damaged.,positive
1774,Terrible customer service.,negative
1775,Fast delivery and great support.,negative
1776,Terrible customer service.,negative
1777,Average experience overall.,positive
1778,Satisfied with the service.,positive
1779,Poor quality materials used.,positive
1780,Good value for money.,negative
1781,Loved the user interface.,negative
1782,Satisfied with the service.,negative
1783,Average experience overall.,neutral
1784,Fast delivery and great support.,neutral
1785,Worst experience I've ever had.,neutral
1786,Fast delivery and great support.,positive
1787,Fast delivery and great support.,negative
1788,Unhelpful and rude staff.,negative
1789,The product is excellent.,negative
1790,,
1791,Unhelpful and rude staff.,positive
1792,Quick resolution of my issue.,negative
1793,Good value for money.,positive
1794,Exceeded my expectations!,negative
1795,Terrible customer service.,negative
1796,Satisfied with the service.,negative
1797,Poor quality materials used.,positive
1798,Worst experience I've ever had.,negative
1799,,
1800,Fast delivery and great support.,negative
1801,"It was okay, nothing great.",positive
1802,Will not recommend to others.,negative
1803,Satisfied with the service.,positive
1804,Worst experience I've ever had.,positive
1805,Loved the user interface.,neutral
1806,Satisfied with the service.,neutral
1807,Quick resolution of my issue.,positive
1808,Unhelpful and rude staff.,negative
1809,Fast delivery and great support.,positive
1810,Will not recommend to others.,neutral
1811,Quick resolution of my issue.,neutral
1812,Unhelpful and rude staff.,neutral
1813,Satisfied with the service.,neutral
1814,The packaging was damaged.,negative
1815,"It was okay, nothing great.",negative
1816,Exceeded my expectations!,positive
1817,"It was okay, nothing great.",neutral
1818,Loved the user interface.,positive
1819,,
1820,,
1821,"It was okay, nothing great.",positive
1822,Fast delivery and great support.,neutral
1823,Unhelpful and rude staff.,positive
1824,Quick resolution of my issue.,neutral
1825,Satisfied with the service.,positive
1826,,
1827,Average experience overall.,positive
1828,Satisfied with the service.,negative
1829,Terrible customer service.,negative
1830,Worst experience I've ever had.,neutral
1831,Fast delivery and great support.,negative
1832,Unhelpful and rude staff.,neutral
1833,Quick resolution of my issue.,positive
1834,,
1835,Unhelpful and rude staff.,negative
1836,Satisfied with the service.,negative
1837,"It was okay, nothing great.",negative
1838,Fast delivery and great support.,neutral
1839,,
1840,Loved the user interface.,negative
1841,Average experience overall.,positive
1842,Poor quality materials used.,negative
1843,Average experience overall.,negative
1844,Unhelpful and rude staff.,negative
1845,Average experience overall.,positive
1846,Will not recommend to others.,neutral
1847,The packaging was damaged.,positive
1848,,
1849,Poor quality materials used.,negative
1850,Worst experience I've ever had.,negative
1851,Will not recommend to others.,positive
1852,Quick resolution of my issue.,neutral
1853,,
1854,Terrible customer service.,positive
1855,Fast delivery and great support.,negative
1856,The packaging was damaged.,negative
1857,Quick resolution of my issue.,positive
1858,The product is excellent.,negative
1859,Unhelpful and rude staff.,positive
1860,The packaging was damaged.,neutral
1861,,
1862,The packaging was damaged.,positive
1863,Loved the user interface.,neutral
1864,Good value for money.,positive
1865,The product is excellent.,negative
1866,Terrible customer service.,positive
1867,Unhelpful and rude staff.,neutral
1868,Poor quality materials used.,negative
1869,Average experience overall.,positive
1870,Exceeded my expectations!,positive
1871,The packaging was damaged.,positive
1872,Exceeded my expectations!,negative
1873,Worst experience I've ever had.,neutral
1874,,
1875,The packaging was damaged.,negative
1876,Will not recommend to others.,negative
1877,Loved the user interface.,neutral
1878,Will not recommend to others.,neutral
1879,The product is excellent.,neutral
1880,Will not recommend to others.,negative
1881,Terrible customer service.,negative
1882,Loved the user interface.,negative
1883,Exceeded my expectations!,positive
1884,Quick resolution of my issue.,positive
1885,,
1886,Worst experience I've ever had.,neutral
1887,Loved the user interface.,neutral
1888,Poor quality materials used.,negative
